"","date","id.x","city_county_state","latitude","longitude","elevation","month","day","year","id.y","prcp","tmax","tmin"
"212",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"US1MILV0026",25,NA,NA
"213",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"US1MILV0008",48,NA,NA
"214",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"USC00203306",0,NA,NA
"215",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"USC00204793",48,167,83
"216",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"USC00207280",0,NA,NA
"217",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"US1MICT0003",NA,NA,NA
"218",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"USW00014836",0,244,100
"219",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"US1MIIH0027",NA,NA,NA
"220",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"US1MIET0018",NA,NA,NA
"221",2021-09-26,"Williamston","Williamston, Ingham County, Michigan",42.688924,-84.283024,2591,9,26,2021,"US1MIET0001",NA,NA,NA
