307.0000	1283.0000
294.0000	1274.0000
280.0000	1263.0000
270.5000	1255.5000
257.0000	1246.0000
239.5000	1246.0000
233.0000	1235.0000
228.0000	1226.5000
222.5000	1224.5000
214.0000	1225.0000
207.5000	1226.0000
201.5000	1222.5000
201.0000	1209.5000
203.0000	1205.5000
213.0000	1203.5000
203.0000	1196.0000
195.5000	1194.5000
185.0000	1197.5000
176.5000	1198.0000
171.0000	1195.5000
170.0000	1186.0000
170.0000	1176.5000
174.5000	1173.5000
178.0000	1172.5000
177.0000	1169.5000
168.0000	1168.0000
161.0000	1171.5000
153.0000	1175.0000
143.0000	1173.5000
136.0000	1167.5000
124.5000	1156.0000
118.0000	1155.5000
112.0000	1149.0000
107.5000	1144.0000
102.0000	1139.5000
97.5000	        1133.5000
93.5000	        1127.5000
94.0000	        1122.0000
102.0000	1122.0000
112.0000	1120.5000
120.0000	1120.5000
128.5000	1119.5000
135.5000	1119.5000
141.5000	1119.5000
143.0000	1116.5000
147.5000	1119.0000
153.5000	1123.5000
159.0000	1133.5000
164.5000	1141.0000
166.0000	1144.0000
171.5000	1152.5000
174.0000	1145.5000
179.0000	1139.0000
189.5000	1138.5000
197.5000	1138.5000
197.5000	1148.0000
195.5000	1154.0000
195.5000	1161.0000
199.5000	1177.0000
208.0000	1166.0000
227.5000	1162.5000
227.5000	1179.5000
222.5000	1193.0000
230.0000	1198.0000
237.0000	1192.0000
253.5000	1191.5000
253.5000	1209.0000
253.5000	1221.5000
256.5000	1223.5000
269.0000	1223.0000
269.5000	1229.5000
270.0000	1236.0000
278.5000	1243.0000
287.5000	1252.0000
295.0000	1262.0000
303.0000	1270.5000
308.5000	1277.5000
