319.0000	1687.5000
320.2500	1695.0000
314.2500	1705.2500
314.5000	1709.0000
311.0000	1721.5000
313.5000	1725.2500
304.2500	1739.0000
314.2500	1739.0000
314.7500	1741.5000
317.7500	1737.7500
325.5000	1742.5000
325.2500	1747.2500
307.5000	1751.0000
307.7500	1755.5000
316.2500	1757.5000
316.5000	1763.0000
321.7500	1763.0000
324.0000	1766.2500
327.2500	1763.7500
329.2500	1765.0000
335.5000	1759.2500
340.5000	1765.7500
333.7500	1781.2500
329.5000	1783.0000
329.2500	1786.0000
333.2500	1787.0000
343.7500	1781.7500
348.2500	1784.7500
347.0000	1789.5000
358.5000	1789.5000
357.2500	1794.7500
357.2500	1798.0000
359.5000	1801.0000
362.7500	1803.7500
366.7500	1806.5000
366.7500	1799.0000
368.2500	1795.5000
370.0000	1791.5000
373.7500	1789.0000
368.5000	1783.7500
368.5000	1780.5000
376.2500	1778.7500
383.2500	1774.7500
380.0000	1770.2500
372.2500	1768.2500
353.5000	1771.2500
352.5000	1768.2500
357.0000	1766.5000
364.5000	1760.0000
359.7500	1752.7500
361.2500	1739.7500
359.2500	1739.7500
356.7500	1746.7500
351.5000	1751.2500
351.5000	1743.2500
358.2500	1737.0000
357.2500	1734.7500
348.7500	1741.2500
340.5000	1741.7500
337.0000	1737.7500
343.0000	1737.7500
343.0000	1735.5000
353.7500	1730.2500
348.0000	1726.7500
348.0000	1723.0000
341.0000	1723.0000
340.2500	1719.5000
343.5000	1716.2500
340.5000	1712.2500
339.0000	1710.5000
337.2500	1707.5000
334.0000	1704.2500
331.5000	1701.5000
327.0000	1695.7500
326.0000	1691.7500
323.7500	1686.2500
