733	4418
708	4410
685	4417
672	4400
648	4392
623	4382
605	4403
598	4387
588	4365
570	4358
552	4356
520	4356
504	4356
509	4347
514	4323
498	4314
473	4307
454	4302
434	4306
413	4312
426	4282
411	4276
395	4276
380	4271
364	4270
351	4269
361	4256
365	4243
343	4225
335	4219
333	4203
323	4194
308	4181
315	4176
311	4167
305	4149
299	4136
292	4104
314	4111
329	4120
340	4120
354	4125
358	4115
371	4124
380	4131
393	4140
395	4131
409	4141
421	4150
434	4160
454	4149
457	4164
464	4174
468	4183
482	4205
496	4190
508	4176
508	4201
509	4224
518	4241
529	4256
537	4272
553	4289
570	4285
588	4271
603	4263
594	4299
609	4319
630	4352
644	4344
671	4343
681	4357
689	4367
717	4384
727	4393
737	4402
