746.5000	1106.5000
760.5000	1101.0000
767.5000	1094.5000
775.0000	1098.0000
778.0000	1091.5000
790.0000	1090.5000
797.0000	1089.5000
815.0000	1088.5000
813.5000	1081.0000
807.5000	1075.0000
816.5000	1073.0000
824.5000	1069.5000
837.5000	1065.0000
836.0000	1058.5000
832.0000	1051.0000
839.5000	1045.0000
844.5000	1045.0000
857.0000	1038.0000
852.5000	1032.0000
853.5000	1025.0000
858.0000	1022.5000
860.0000	1021.0000
869.5000	1014.0000
866.0000	1009.0000
866.5000	1001.0000
871.5000	996.5000
882.5000	991.5000
877.0000	987.0000
882.0000	983.0000
883.5000	977.0000
887.0000	971.5000
890.5000	964.5000
894.0000	955.5000
900.5000	948.0000
901.0000	943.0000
893.5000	944.5000
886.5000	951.0000
881.5000	953.5000
877.0000	952.0000
872.0000	958.0000
868.5000	961.0000
865.5000	964.0000
862.5000	963.0000
860.5000	967.0000
855.5000	973.0000
850.5000	976.0000
847.5000	977.0000
844.0000	977.5000
839.5000	974.5000
836.5000	980.0000
832.0000	986.5000
829.0000	990.5000
825.0000	993.5000
821.5000	999.5000
814.0000	997.5000
808.5000	994.5000
805.0000	1005.0000
803.5000	1010.5000
802.5000	1016.5000
800.0000	1023.5000
796.5000	1032.5000
793.0000	1028.5000
788.5000	1025.0000
778.0000	1020.0000
777.5000	1028.5000
776.5000	1040.0000
776.5000	1049.0000
767.5000	1049.0000
768.0000	1053.0000
769.0000	1059.5000
770.0000	1070.5000
770.0000	1075.5000
763.0000	1070.0000
756.0000	1068.5000
747.5000	1087.5000
747.5000	1099.0000
