566	944
571	966
605	954
601	974
609	976
604	990
614	990
623	1001
629	1011
664	1027
649	1033
659	1047
676	1046
674	1055
690	1074
721	1077
712	1096
714	1104
723	1102
722	1109
727	1126
742	1122
738	1134
742	1134
750	1153
763	1153
763	1170
777	1176
788	1175
788	1185
800	1200
795	1218
800	1228
798	1246
795	1259
809	1276
808	1288
802	1304
781	1289
781	1268
762	1260
748	1240
740	1240
732	1248
721	1226
704	1220
694	1226
694	1214
682	1202
673	1202
672	1194
656	1192
664	1178
656	1168
639	1142
626	1136
613	1125
611	1109
618	1117
620	1115
617	1104
585	1076
572	1077
583	1065
572	1046
570	1036
566	1028
562	1016
548	1012
549	1004
548	994
548	984
546	974
539	966
537	959
536	954
