340.1667	1589.1666
376.8333	1565.1666
359.1667	1545.5000
362.8333	1536.1666
393.1667	1540.8333
390.1667	1535.8333
378.1667	1532.5000
370.5000	1521.5000
365.8333	1521.1666
369.1667	1511.1666
380.5000	1512.8333
394.1667	1504.1666
400.8333	1486.8333
391.8333	1493.5000
386.1667	1501.8333
378.8333	1499.8333
371.8333	1499.8333
375.1667	1492.1666
386.5000	1492.8333
412.5000	1489.1666
404.8333	1484.8333
393.8333	1485.5000
388.1667	1489.1666
388.1667	1480.1666
380.5000	1485.5000
376.5000	1482.1666
377.8333	1477.8333
386.1667	1479.5000
386.1667	1476.8333
391.8333	1471.8333
393.5000	1462.8333
390.8333	1455.1666
384.8333	1457.8333
382.5000	1453.5000
379.1667	1448.1666
376.1667	1450.5000
368.8333	1456.8333
361.5000	1456.5000
361.5000	1463.1666
361.8333	1470.5000
368.1667	1476.5000
373.5000	1481.5000
367.1667	1477.8333
363.1667	1479.5000
356.8333	1472.8333
346.1667	1473.1666
348.1667	1477.1666
355.1667	1480.1666
360.1667	1486.1666
366.5000	1491.5000
369.5000	1493.8333
361.1667	1493.1666
356.5000	1498.1666
353.5000	1503.1666
357.1667	1507.1666
357.1667	1510.5000
355.1667	1515.8333
353.1667	1518.8333
349.8333	1521.8333
354.1667	1526.1666
359.8333	1530.5000
356.1667	1535.5000
351.8333	1535.5000
346.8333	1533.1666
345.5000	1535.8333
339.5000	1535.8333
335.1667	1535.8333
332.5000	1536.5000
332.5000	1543.8333
332.8333	1550.5000
332.8333	1556.1666
332.8333	1559.8333
332.8333	1562.8333
332.8333	1567.5000
334.5000	1575.1666
337.1667	1587.8333
